CodIntBIM;Param2;Param3;Param4;Param5;Param6;Param7;Param8;Param9;Param10;Param11;Param12;Param13;Param14;Param15;Param16;Param17;Param18;Param19;Param20;Param21;Param22;Param23;Param24;Param25;Param26;Param27;Param28;Param29;Param30;Param31;Param32;Param33;Param34;Param35;Param36;Param37;Param38;Param39;Param40;Param41;Param42;Param43;Param44;Param45;Param46;Param47;Param48;Param49;Param50;Param51;Param52;Param53;Param54;Param55;Param56;Param57;Param58;Param59;Param60;Param61;Param62;Param63;Param64;Param65;Param66;Param67;Param68;Param69;Param70;Param71;Param72;Param73;Param74;Param75;Param76;Param77;Param78;Param79;Param80;Param81;Param82;Param83;Param84;Param85;Param86;Param87;Param88;Param89;Param90;Param91;Param92;Param93;Param94;Param95;Param96;Param97;Param98;Param99;Param100;Param101;Param102;Param103;Param104;Param105;Param106;Param107;Param108;Param109;Param110;Param111;Param112;Param113;Param114;Param115;Param116;Param117;Param118;Param119;Param120;Param121;Param122;Param123;Param124;Param125;Param126;Param127;Param128;Param129;Param130;Param131;Param132;Param133;Param134;Param135;Param136;Param137;Param138;Param139;Param140;Param141;Param142;Param143;Param144;Param145;Param146;Param147;Param148;Param149;Param150;Param151;Param152;Param153;Param154;Param155;Param156;Param157;Param158;Param159;Param160;Param161;Param162;Param163;Param164;Param165;Param166;Param167;Param168;Param169;Param170;Param171;Param172;Param173;Param174;Param175;Param176;Param177;Param178;Param179;Param180;Param181;Param182;Param183;Param184;Param185;Param186;Param187;Param188;Param189;Param190;Param191;Param192;Param193;Param194;Param195;Param196;Param197;Param198;Param199;Param200;Param201;Param202;Param203;Param204;Param205;Param206;Param207;Param208;Param209;Param210;Param211;Param212;Param213;Param214;Param215;Param216;Param217;Param218;Param219;Param220;Param221;Param222;Param223;Param224;Param225;Param226;Param227;Param228;Param229;Param230;Param231;Param232;Param233;Param234;Param235;Param236;Param237;Param238;Param239;Param240;Param241;Param242;Param243;Param244;Param245;Param246;Param247;Param248;Param249;Param250;Param251;Param252;Param253;Param254;Param255;Param256;Param257;Param258;Param259;Param260;Param261;Param262;Param263;Param264;Param265;Param266;Param267;Param268;Param269;Param270;Param271;Param272;Param273;Param274;Param275;Param276;Param277;Param278;Param279;Param280;Param281;Param282;Param283;Param284;Param285;Param286;Param287;Param288;Param289;Param290;Param291;Param292;Param293;Param294;Param295;Param296;Param297;Param298;Param299;Param300;Param301;Param302;Param303;Param304;Param305;Param306;Param307;Param308;Param309;Param310;Param311;Param312;Param313;Param314;Param315;Param316;Param317;Param318;Param319;Param320;Param321;Param322;Param323;Param324;Param325;Param326;Param327;Param328;Param329;Param330;Param331;Param332;Param333;Param334;Param335;Param336;Param337;Param338;Param339;Param340;Param341;Param342;Param343;Param344;Param345;Param346;Param347;Param348;Param349;Param350;Param351;Param352;Param353;Param354;Param355;Param356;Param357;Param358;Param359;Param360;Param361;Param362;Param363;Param364;Param365;Param366;Param367;Param368;Param369;Param370;Param371;Param372;Param373;Param374;Param375;Param376;Param377;Param378;Param379;Param380;Param381;Param382;Param383;Param384;Param385;Param386;Param387;Param388;Param389;Param390;Param391;Param392;Param393;Param394;Param395;Param396;Param397;Param398;Param399;Param400;Param401;Param402;Param403;Param404;Param405;Param406;Param407;Param408;Param409;Param410;Param411;Param412;Param413;Param414;Param415;Param416;Param417;Param418;Param419;Param420;Param421;Param422;Param423;Param424;Param425;Param426;Param427;Param428;Param429;Param430;Param431;Param432;Param433;Param434;Param435;Param436;Param437;Param438;Param439;Param440;Param441;Param442;Param443;Param444;Param445;Param446;Param447;Param448;Param449;Param450;Param451;Param452;Param453;Param454;Param455;Param456;Param457;Param458;Param459;Param460;Param461;Param462;Param463;Param464;Param465;Param466;Param467;Param468;Param469;Param470;Param471;Param472;Param473;Param474;Param475;Param476;Param477;Param478;Param479;Param480;Param481;Param482;Param483;Param484;Param485;Param486;Param487;Param488;Param489;Param490;Param491;Param492;Param493;Param494;Param495;Param496;Param497;Param498;Param499;Param500;Param501;Param502;Param503;Param504;Param505;Param506;Param507;Param508;Param509;Param510;Param511;Param512;Param513;Param514;Param515;Param516;Param517;Param518;Param519;Param520;Param521;Param522;Param523;Param524;Param525;Param526;Param527;Param528;Param529;Param530;Param531;Param532;Param533;Param534;Param535;Param536;Param537;Param538;Param539;Param540;Param541;Param542;Param543;Param544;Param545;Param546;Param547;Param548;Param549;Param550;Param551;Param552;Param553;Param554;Param555;Param556;Param557;Param558;Param559;Param560;Param561;Param562;Param563;Param564;Param565;Param566;Param567;Param568;Param569;Param570;Param571;Param572;Param573;Param574;Param575;Param576;Param577;Param578;Param579;Param580;Param581;Param582;Param583;Param584;Param585;Param586;Param587;Param588;Param589;Param590;Param591;Param592;Param593;Param594;Param595;Param596;Param597;Param598;Param599;Param600;Param601;Param602;Param603;Param604;Param605;Param606;Param607;Param608;Param609;Param610;Param611;Param612;Param613;Param614;Param615;Param616;Param617;Param618;Param619;Param620;Param621;Param622;Param623;Param624;Param625;Param626;Param627;Param628;Param629;Param630;Param631;Param632;Param633;Param634;Param635;Param636;Param637;Param638;Param639;Param640;Param641;Param642;Param643;Param644;Param645;Param646;Param647;Param648;Param649;Param650;Param651;Param652;Param653;Param654;Param655;Param656;Param657;Param658;Param659;Param660;Param661;Param662;Param663;Param664;Param665;Param666;Param667;Param668;Param669;Param670;Param671;Param672;Param673;Param674;Param675;Param676;Param677;Param678;Param679;Param680;Param681;Param682;Param683;Param684;Param685;Param686;Param687;Param688;Param689;Param690;Param691;Param692;Param693;Param694;Param695;Param696;Param697;Param698;Param699;Param700;Param701;Param702;Param703;Param704;Param705;Param706;Param707;Param708;Param709;Param710;Param711;Param712;Param713;Param714;Param715;Param716;Param717;Param718;Param719;Param720;Param721;Param722;Param723;Param724;Param725;Param726;Param727;Param728;Param729;Param730;Param731;Param732;Param733;Param734;Param735;Param736;Param737;Param738;Param739;Param740;Param741;Param742;Param743;Param744;Param745;Param746;Param747;Param748;Param749;Param750;Param751;Param752;Param753;Param754;Param755;Param756;Param757;Param758;Param759;Param760;Param761;Param762;Param763;Param764;Param765;Param766;Param767;Param768;Param769;Param770;Param771;Param772;Param773;Param774;Param775;Param776;Param777;Param778;Param779;Param780;Param781;Param782;Param783;Param784;Param785;Param786;Param787;Param788;Param789;Param790;Param791;Param792;Param793;Param794;Param795;Param796;Param797;Param798;Param799;Param800;Param801;Param802;Param803;Param804;Param805;Param806;Param807;Param808;Param809;Param810;Param811;Param812;Param813;Param814;Param815;Param816;Param817;Param818;Param819;Param820;Param821;Param822;Param823;Param824;Param825;Param826;Param827;Param828;Param829;Param830;Param831;Param832;Param833;Param834;Param835;Param836;Param837;Param838;Param839;Param840;Param841;Param842;Param843;Param844;Param845;Param846;Param847;Param848;Param849;Param850;Param851;Param852;Param853;Param854;Param855;Param856;Param857;Param858;Param859;Param860;Param861;Param862;Param863;Param864;Param865;Param866;Param867;Param868;Param869;Param870;Param871;Param872;Param873;Param874;Param875;Param876;Param877;Param878;Param879;Param880;Param881;Param882;Param883;Param884;Param885;Param886;Param887;Param888;Param889;Param890;Param891;Param892;Param893;Param894;Param895;Param896;Param897;Param898;Param899;Param900;Param901;Param902;Param903;Param904;Param905;Param906;Param907;Param908;Param909;Param910;Param911;Param912;Param913;Param914;Param915;Param916;Param917;Param918;Param919;Param920;Param921;Param922;Param923;Param924;Param925;Param926;Param927;Param928;Param929;Param930;Param931;Param932;Param933;Param934;Param935;Param936;Param937;Param938;Param939;Param940;Param941;Param942;Param943;Param944;Param945;Param946;Param947;Param948;Param949;Param950;Param951;Param952;Param953;Param954;Param955;Param956;Param957;Param958;Param959;Param960;Param961;Param962;Param963;Param964;Param965;Param966;Param967;Param968;Param969;Param970;Param971;Param972;Param973;Param974;Param975;Param976;Param977;Param978;Param979;Param980;Param981;Param982;Param983;Param984;Param985;Param986;Param987;Param988;Param989;Param990;Param991;Param992;Param993;Param994;Param995;Param996;Param997;Param998;Param999;Param1000;Param1001;Param1002;Param1003;Param1004;Param1005;Param1006;Param1007;Param1008;Param1009;Param1010;Param1011;Param1012;Param1013;Param1014;Param1015;Param1016;Param1017;Param1018;Param1019;Param1020;Param1021;Param1022;Param1023;Param1024
CM02SE-SACOA1-0001;0;Validado;14525;0;EC S/E RECOLETA -107;Obras civiles - gravilla e=15 cm;EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;342.597;m3;Obras Civiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM12SE-TCA1-0001;No Revisado;No Revisado;10272;0;0;TC S/E RECOLETA CS2 -2 t.b.;[OP_MD:ID1791-25] TC EN CELDA;EN OPERACIÓN;PA S/E RECOLETA CS2;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;Transformadores de corriente;0;0;15;kV;Celda;2006-01-01 00:00:00;45;VA;3000;A;5;A;31.5;kA;5P20;N/A;0;1;2005;3;1;2616;BAUEN EFACEC;DOBARCAS;0;N/A;Vacío;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM12SE-TCA1-0002;No Revisado;No Revisado;10271;0;0;TC S/E RECOLETA CT4A -2 t.b.;TC EN CELDA;EN OPERACIÓN;PA S/E RECOLETA CT4A;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;Transformadores de corriente;0;0;15;kV;Celda;2006-01-01 00:00:00;45;VA;3000;A;5;A;31.5;kA;N/A;0.2FS10;1;0;2005;3;1;2609;BAUEN EFACEC;DOBARCAS;0;N/A;Vacío;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM02SE-SACHA1-0001;0;Validado;14529;0;EC S/E RECOLETA -111;Disponible;EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;0;un;Accesorios y Materiales Auxiliares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM02SE-SACHA1-0002;0;Validado;14528;0;EC S/E RECOLETA -110;Disponible;EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;0;un;Accesorios y Materiales Auxiliares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM02SE-SECIA1-0001;0;Validado;14527;0;EC S/E RECOLETA -109;Caminos interiores - (Registro disponible);EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;0;m3;Caminos Interiores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM02SE-SACHA1-0003;0;Validado;14526;0;EC S/E RECOLETA -108;Disponible;EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;0;un;Accesorios y Materiales Auxiliares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM02SE-SECIA1-0002;0;Validado;14524;0;EC S/E RECOLETA -106;Caminos interiores - soleras;EN OPERACIÓN;S/E RECOLETA;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;CNE.OF.ORD. N 569-2020;No aplica;0;0;0;m2;Hormigón;0;m;0;m;0;0;W;0;kg;0;m;0;1978-03-01 00:00:00;506.69;m;Caminos Interiores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
